name_english,id
Spore Card,4022
Baby Desert Wolf Card,4023
Plankton Card,4024
Skeleton Card,4025
Female Thief Bug Card,4026
Kukre Card,4027
Tarou Card,4028
Wolf Card,4029
Mandragora Card,4030
Peco Peco Card,4031
Ambernite Card,4032
Poporing Card,4033
Wormtail Card,4034
Hydra Card,4035
Muka Card,4036
Snake Card,4037
Zombie Card,4038
Stainer Card,4039
Creamy Card,4040
Coco Card,4041
Steel Chonchon Card,4042
Andre Card,4043
Smokie Card,4044
Horn Card,4045
Martin Card,4046
Ghostring Card,4047
Poison Spore Card,4048
Vadon Card,4049
Male Thief Bug Card,4050
Yoyo Card,4051
Elder Willow Card,4052
Vitata Card,4053
Angeling Card,4054
Marina Card,4055
Dustiness Card,4056
Metaller Card,4057
Thara Frog Card,4058
Soldier Andre Card,4059
Goblin Card,4060
Cornutus Card,4061
Anacondaq Card,4062
Caramel Card,4063
Zerom Card,4064
Kaho Card,4065
Orc Warrior Card,4066
Megalodon Card,4067
Scorpion Card,4068
Drainliar Card,4069
Eggyra Card,4070
Orc Zombie Card,4071
Golem Card,4072
Pirate Skeleton Card,4073
Bigfoot Card,4074
Argos Card,4075
Magnolia Card,4076
Phen Card,4077
Savage Card,4078
Mantis Card,4079
Flora Card,4080
Hode Card,4081
Desert Wolf Card,4082
Rafflesia Card,4083
Marine Sphere Card,4084
Orc Skeleton Card,4085
Soldier Skeleton Card,4086
Giearth Card,4087
Frilldora Card,4088
Swordfish Card,4089
Munak Card,4090
Kobold Card,4091
Skeleton Worker Card,4092
Obeaune Card,4093
Archer Skeleton Card,4094
Marse Card,4095
Zenorc Card,4096
Matyr Card,4097
Dokebi Card,4098
Pasana Card,4099
Sohee Card,4100
Sandman Card,4101
Whisper Card,4102
Horong Card,4103
Requiem Card,4104
Marc Card,4105
Mummy Card,4106
Verit Card,4107
Myst Card,4108
Jakk Card,4109
Ghoul Card,4110
Strouf Card,4111
Marduk Card,4112
Marionette Card,4113
Argiope Card,4114
Hunter Fly Card,4115
Isis Card,4116
Sidewinder Card,4117
Earth Petite Card,4118
Bathory Card,4119
Sky Petite Card,4120
Phreeoni Card,4121
Deviruchi Card,4122
Eddga Card,4123
Medusa Card,4124
Deviace Card,4125
Minorous Card,4126
Nightmare Card,4127
Golden Thief Bug Card,4128
Bapho Jr. Card,4129
Scorpion King Card,4130
Moonlight Flower Card,4131
Mistress Card,4132
Raydric Card,4133
Dracula Card,4134
Orc Lord Card,4135
Khalitzburg Card,4136
Drake Card,4137
Anubis Card,4138
Joker Card,4139
Abysmal Knight Card,4140
Evil Druid Card,4141
Doppelganger Card,4142
Orc Hero Card,4143
Osiris Card,4144
Berzebub Card,4145
Maya Card,4146
Baphomet Card,4147
Pharaoh Card,4148
Gargoyle Card,4149
Goat Card,4150
Gajomart Card,4151
Galapago Card,4152
Crab Card,4153
Dumpling Child Card,4154
Goblin Leader Card,4155
Goblin Steamrider Card,4156
Goblin Archer Card,4157
Sky Deleter Card,4158
Nine Tail Card,4159
Firelock Soldier Card,4160
Grand Peco Card,4161
Grizzly Card,4162
Gryphon Card,4163
Gullinbursti Card,4164
Gig Card,4165
Nightmare Terror Card,4166
Nereid Card,4167
Dark Lord Card,4168
Dark Illusion Card,4169
Dark Frame Card,4170
Dark Priest Card,4171
The Paper Card,4172
Demon Pungus Card,4173
Deviling Card,4174
Poisonous Toad Card,4175
Dullahan Card,4176
Dryad Card,4177
Dragon Tail Card,4178
Dragon Fly Card,4179
Driller Card,4180
Disguise Card,4181
Diabolic Card,4182
Vagabond Wolf Card,4183
Lava Golem Card,4184
Rideword Card,4185
Raggler Card,4186
Raydric Archer Card,4187
Leib Olmai Card,4188
Wraith Dead Card,4189
Wraith Card,4190
Loli Ruri Card,4191
Rotar Zairo Card,4192
Lude Card,4193
Rybio Card,4194
Leaf Cat Card,4195
Marin Card,4196
Mastering Card,4197
Maya Purple Card,4198
Merman Card,4199
Megalith Card,4200
Majoruros Card,4201
Mao Guai Card,4202
Mutant Dragonoid Card,4203
Mini Demon Card,4204
Mimic Card,4205
Myst Case Card,4206
Mysteltainn Card,4207
Miyabi Doll Card,4208
Violy Card,4209
Wanderer Card,4210
Vocal Card,4211
Bongun Card,4212
Brilight Card,4213
Bloody Murderer Card,4214
Blazer Card,4215
Sasquatch Card,4216
Enchanted Peach Tree Card,4217
Succubus Card,4218
Sage Worm Card,4219
Solider Card,4220
Skeleton General Card,4221
Skeleton Prisoner Card,4222
Stalactic Golem Card,4223
Stem Worm Card,4224
Stone Shooter Card,4225
Sting Card,4226
Spring Rabbit Card,4227
Sleeper Card,4228
Tower Keeper Card,4229
Shinobi Card,4230
Mi Gao Card,4231
Hermit Plant Card,4232
Baby Leopard Card,4233
Anolian Card,4234
Christmas Cookie Card,4235
Amon Ra Card,4236
Owl Duke Card,4237
Owl Baron Card,4238
Iron Fist Card,4239
Arclouze Card,4240
Arc Angeling Card,4241
Apocalipse Card,4242
Antonio Card,4243
Alarm Card,4244
Am Mut Card,4245
Assaulter Card,4246
Aster Card,4247
Ancient Mummy Card,4248
Ancient Worm Card,4249
Executioner Card,4250
Elder Card,4251
Alligator Card,4252
Alice Card,4253
Ogretooth Card,4254
Orc Lady Card,4255
Orc Archer Card,4256
Wild Rose Card,4257
Evil Nymph Card,4258
Wooden Golem Card,4259
Wootan Shooter Card,4260
Wootan Fighter Card,4261
Cloud Hermit Card,4262
Samurai Spector Card,4263
Wind Ghost Card,4264
Jing Guai Card,4265
Eclipse Card,4266
Explosion Card,4267
Injustice Card,4268
Incubus Card,4269
Giant Spider Card,4270
Giant Hornet Card,4271
Zhu Po Long Card,4272
Shell Fish Card,4273
Zombie Master Card,4274
Zombie Prisoner Card,4275
Lord of The Dead Card,4276
Zealotus Card,4277
Gibbet Card,4278
Earth Deleter Card,4279
Geographer Card,4280
Zipper Bear Card,4281
Tengu Card,4282
Greatest General Card,4283
Chepet Card,4284
Choco Card,4285
Karakasa Card,4286
Kapha Card,4287
Carat Card,4288
Caterpillar Card,4289
Cat O' Nine Tails Card,4290
Kobold Leader Card,4291
Kobold Archer Card,4292
Cookie Card,4293
Quve Card,4294
Kraben Card,4295
Cramp Card,4296
Cruiser Card,4297
Creamy Fear Card,4298
Clock Card,4299
Chimera Card,4300
Killer Mantis Card,4301
Tao Gunka Card,4302
Giant Whisper Card,4303
Tamruan Card,4304
Turtle General Card,4305
Toad Card,4306
Beetle King Card,4307
Tri Joint Card,4308
Parasite Card,4309
Panzer Goblin Card,4310
Permeter Card,4311
Seal Card,4312
Punk Card,4313
Penomena Card,4314
Pest Card,4315
False Angel Card,4316
Mobster Card,4317
Stormy Knight Card,4318
Freezer Card,4319
Bloody Knight Card,4320
Hylozoist Card,4321
High Orc Card,4322
Hatii Babe Card,4323
Hatii Card,4324
Harpy Card,4325
Sea-Otter Card,4326
Bloody Butterfly Card,4327
Yao Jun Card,4328
Phendark Card,4329
Evil Snake Lord Card,4330
Heater Card,4331
Waste Stove Card,4332
Venomous Card,4333
Noxious Card,4334
Pitman Card,4335
Ungoliant Card,4336
Porcellio Card,4337
Obsidian Card,4338
Mineral Card,4339
Teddy Bear Card,4340
Metaling Card,4341
RSX-0806 Card,4342
Holden Card,4343
Anopheles Card,4344
Hill Wind Card,4345
Egnigem Cenia Card,4346
Armeyer Dinze Card,4347
Wickebine Tres Card,4348
Errende Ebecee Card,4349
Laurell Weinder Card,4350
Kavach Icarus Card,4351
General Egnigem Cenia Card,4352
Remover Card,4353
Gemini-S58 Card,4354
Gremlin Card,4355
Beholder Card,4356
Lord Knight Card,4357
Seyren Windsor Card,4358
Assassin Cross Card,4359
Eremes Guile Card,4360
MasterSmith Card,4361
Howard Alt-Eisen Card,4362
High Priest Card,4363
Margaretha Sorin Card,4364
High Wizard Card,4365
Kathryne Keyron Card,4366
Sniper Card,4367
Cecil Damon Card,4368
Venatu Card,4369
Dimik Card,4370
Archdam Card,4371
White Lady Card,4372
Green Maiden Card,4373
Vesper Card,4374
Orc Baby Card,4375
Lady Tanee Card,4376
Grove Card,4377
Gold Acidus Card,4378
Blue Acidus Card,4379
Red Ferus Card,4380
Green Ferus Card,4381
Yellow Novus Card,4382
Red Novus Card,4383
Hydrolancer Card,4384
Dragon Egg Card,4385
Detardeurus Card,4386
Ancient Mimic Card,4387
Death Word Card,4388
Plasma Card,4389
Breeze Card,4390
Baroness of Retribution Card,4391
Dame of Sentinel Card,4392
Mistress of Shelter Card,4393
Lady Solace Card,4394
Maero of Thanatos Card,4395
Odium of Thanatos Card,4396
Despero of Thanatos Card,4397
Dolor of Thanatos Card,4398
Memory of Thanatos Card,4399
Aliza Card,4400
Alicel Card,4401
Aliot Card,4402
Kiel-D-01 Card,4403
Skogul Card,4404
Frus Card,4405
Skeggiold Card,4406
Randgris Card,4407
Gloom Under Night Card,4408
Agav Card,4409
Echio Card,4410
Vanberk Card,4411
Isilla Card,4412
Hodremlin Card,4413
Seeker Card,4414
Snowier Card,4415
Siroma Card,4416
Ice Titan Card,4417
Gazeti Card,4418
Ktullanux Card,4419
Muscipular Card,4420
Drosera Card,4421
Roween Card,4422
Galion Card,4423
Stapo Card,4424
Atroce Card,4425
Byorgue Card,4426
Sword Guardian Card,4427
Bow Guardian Card,4428
Salamander Card,4429
Ifrit Card,4430
Kasa Card,4431
Magmaring Card,4432
Imp Card,4433
Knocker Card,4434
Zombie Slaughter Card,4435
Ragged Zombie Card,4436
Hell Poodle Card,4437
Banshee Card,4438
Flame Skull Card,4439
Necromancer Card,4440
Fallen Bishop Hibram Card,4441
Tatacho Card,4442
Aqua Elemental Card,4443
Draco Card,4444
Luciola Vespa Card,4445
Centipede Card,4447
Cornus Card,4448
Dark Shadow Card,4449
Banshee Master Card,4450
Entweihen Crothen Card,4451
Centipede Larva Card,4452
Hillsrion Card,4453
STR+1,4700
STR+2,4701
STR+3,4702
STR+4,4703
STR+5,4704
STR+6,4705
STR+7,4706
STR+8,4707
STR+9,4708
STR+10,4709
INT+1,4710
INT+2,4711
INT+3,4712
INT+4,4713
INT+5,4714
INT+6,4715
INT+7,4716
INT+8,4717
INT+9,4718
INT+10,4719
DEX+1,4720
DEX+2,4721
DEX+3,4722
DEX+4,4723
DEX+5,4724
DEX+6,4725
DEX+7,4726
DEX+8,4727
DEX+9,4728
DEX+10,4729
AGI+1,4730
AGI+2,4731
AGI+3,4732
AGI+4,4733
AGI+5,4734
AGI+6,4735
AGI+7,4736
AGI+8,4737
AGI+9,4738
AGI+10,4739
VIT+1,4740
VIT+2,4741
VIT+3,4742
VIT+4,4743
VIT+5,4744
VIT+6,4745
VIT+7,4746
VIT+8,4747
VIT+9,4748
VIT+10,4749
LUK+1,4750
LUK+2,4751
LUK+3,4752
LUK+4,4753
LUK+5,4754
LUK+6,4755
LUK+7,4756
LUK+8,4757
LUK+9,4758
LUK+10,4759
MATK+1%,4760
MATK+2%,4761
FLEE+6,4762
FLEE+12,4763
CRI+5,4764
CRI+7,4765
ATK+2%,4766
ATK+3%,4767
Headset,5001
Jewel Crown,5002
Joker Jester,5003
Oxygen Mask,5004
Gas Mask,5005
Machoman's Glasses,5006
Grand Circlet,5007
Puppy Love,5008
Safety Helmet,5009
Indian Fillet,5010
Aerial,5011
Ph.D Hat,5012
Lord Kaho's Horn,5013
Fin Helm,5014
Egg Shell,5015
Boy's Cap,5016
Bone Helm,5017
Feather Bonnet,5018
Corsair,5019
Kafra Band,5020
Grief for Greed,5021
Hat of the Sun God,5022
Parcel Hat,5023
Cake Hat,5024
Helm of Angel,5025
Chef Hat,5026
Mage Hat,5027
Candle,5028
Spore Hat,5029
Panda Hat,5030
Mine Hat,5031
Sunday Hat,5032
Raccoon Hat,5033
Bulb Band,5034
Poring Hat,5035
Cross Hat,5036
Nut Shell,5037
Deviruchi Hat,5038
Rainbow Eggshell,5039
Blush,5040
Heart Hairpin,5041
Bao Bao,5042
Opera Phantom Mask,5043
Evil Wing Ears,5044
Magician Hat,5045
Bongun Hat,5046
Fashionable Glasses,5047
Cresent Hairpin,5048
Striped Hairband,5049
Wonder Nutshell,5050
Pussy Cat Bell,5051
Blue Hairband,5052
Sphinx Hat,5053
Assassin Mask,5054
Novice False Eggshell,5055
Fruit of Love,5056
Black Cat Ears,5057
Drooping Cat,5058
Teddybear Hat,5059
Party Hat,5060
Flower Hairpin,5061
Straw Hat,5062
Giant Band Aid,5063
Smokie Leaf,5064
Blue Fish,5065
Succubus Horn,5066
Sombrero,5067
Kitsune Mask,5069
Hot-blooded Headband,5070
Indian Headband,5071
Incubus Horn,5072
Model Training Hat,5073
Angel Wing Ears,5074
Cowboy Hat,5075
Beanie,5076
Tulip Hairpin,5077
Sea-Otter Hat,5078
X Hairpin,5079
Crown of Ancient Queen,5080
Crown of Mistress,5081
Decorative Mushroom,5082
Red Ribbon,5083
Lazy Smokie,5084
Small Ribbons,5085
Alarm Mask,5086
Poker Face,5087
Surprised Mask,5088
Annoyed Mask,5089
Goblin Leader Mask,5090
Decorative Golden Bell,5091
Coif,5092
Helmet of Orc Hero,5094
Holiday Hat,5097
Tiger Mask,5098
Neko Mimi,5099
Sales Banner,5100
Takius's Blindfold,5101
Blank Eyes,5102
Sunflower Hairpin,5103
Dark Blinder,5104
2nd Anniversary Hat,5105
Crunch Toast,5107
Renown Detective's Cap,5108
Red Bonnet,5109
Baby Pacifier,5110
Galapago Cap,5111
Super Novice Hat,5112
Angry Snarl,5113
Bucket Hat,5114
Winter Hat,5115
Banana Hat,5116
Mystic Rose,5117
Puppy Headband,5118
Zealotus Mask,5121
Magni's Cap,5122
Ulle's Cap,5123
Fricca's Circlet,5124
Angel's Kiss,5125
Morpheus's Hood,5126
Morrigane's Helm,5127
Goibne's Helm,5128
Bird Nest,5129
Lion Mask,5130
Close Helmet,5131
Angeling Hat,5132
Sheep Hat,5133
Pumpkin-Head,5134
Cyclop's Eye,5135
Antonio's Santa Hat,5136
Alice Doll,5137
Magic Eyes,5138
Hibiscus,5139
Charming Ribbon,5140
Marionette Doll,5141
Crescent Helm,5142
Kabuki Mask,5143
Gambler Hat,5144
Carnival Joker Jester,5145
Elephant Hat,5146
Baseball Cap,5147
Phrygian Cap,5148
Silver Tiara,5149
Note Headphones,5151
Chinese Crown,5152
Angeling Hairpin,5153
Father's Sunglasses,5154
Father's White Moustache,5155
Father's Mask,5156
Bride Mask,5169
Feather Beret,5170
Valkyrie Helm,5171
Beret,5172
Magistrate Hat,5173
Ayam,5174
Censor Bar,5175
Hahoe Mask,5176
Mythical Lion Mask,5177
Golden Tiara,5179
France Holiday Hat,5180
Helm of Darkness,5181
Puppy Hat,5182
Bird Nest Hat,5183
Captain's Hat,5184
Laurel Wreath,5185
Geographer Band,5186
Twin Ribbon,5187
Wandering Minstrel Hat,5188
Autumn Leaves,5189
Independence Memorial Hat,5190
Black Ribbon,5191
Yellow Ribbon,5192
Green Ribbon,5193
Pink Ribbon,5194
Orange Ribbon,5196
White Ribbon,5197
Drooping Bunny,5198
Coppola,5200
Fantastic Pumpkin-Head,5202
Smiling Mask,5203
Rudolph's Nose,5204
Emperor's Laurel Crown,5205
Romantic White Flower,5206
Angel Blessing,5207
Rideword Hat,5208
Love Dad Cap,5209
Flapping Angel Wing,5210
Dress Hat,5211
Satellite Hairband,5212
Sheila Hairnet,5213
Moonlight Flower Hat,5214
Evolved Angel Wing,5215
Evolved Evil Wing,5216
Evolved Majestic Goat,5217
Evolved Bunny Band,5218
Evolved Drooping Cat,5219
Evolved Pipe,5220
Evolved Pair of Red Ribbon,5221
Evolved Blue Fish,5222
Evolved Big Golden Bell,5223
Evolved Orc Hero Helm,5224
Parade Hat,5225
Red Deviruchi Hat,5227
Gray Deviruchi Hat,5228
Brown Deviruchi Hat,5229
Gray Drooping Cat,5230
Brown Drooping Cat,5231
Pink Drooping Cat,5232
Blue Drooping Cat,5233
Yellow Drooping Cat,5234
Brown Beanie,5235
Blue Beanie,5236
Pink Beanie,5237
Red Mage Hat,5238
Gray Mage Hat,5239
Brown Mage Hat,5240
Blue Mage Hat,5241
Yellow Mage Hat,5242
Shafka,5243
Elven Blindfold,5244
Elven Sunglasses,5245
Angelic Helm,5246
Satanic Helm,5247
Robotic Blindfold,5248
Human Blindfold,5249
Robotic Ears,5250
Round Ears,5251
Drooping Ninetail,5252
Lif Doll Hat,5253
Deviling Hat,5254
Triple Poring Hat,5255
Valkyrie Feather Band,5256
Soul Ring,5257
Afro Wig,5258
Cookie Hat,5260
Pagdayaw,5263
Australian Flag Hat,5264
Phoenix Crown,5271
Tongue Mask,5272
Happy Wig,5273
Shiny Wig,5274
Marvelous Wig,5275
Fantastic Wig,5276
Yellow Bandana,5277
Refined Drooping Cat,5279
Baphomet Horns,5280
Refined Deviruchi Hat,5281
Europe Baseball Cap,5282
Chick Hat,5283
Water Lily Crown,5284
Vane Hairpin,5285
Pecopeco Hairband,5286
Vacation Hat,5287
Red Glasses,5288
Vanilmirth Hat,5289
Kettle Hat,5291
Dragon Skull,5292
Ramen Hat,5293
Whisper Mask,5294
Golden Bandana,5295
Drooping Nine Tail,5296
Soul Wing,5297
Dokebi's Wig,5298
Bullock Helm,5300
Victory Hairband,5301
Flower Lily,5302
Flower Crown,5303
Cap Of Blindness,5304
Pirate Dagger,5305
Freya's Crown,5306
Carmen Miranda's Hat,5307
Brazil National Flag Hat,5308
Wool Mask,5309
Shining Electric Bulb Hairband,5310
Large Hisbiscus,5311
Ayothaya King's Hat,5312
Diadem,5313
Hockey Mask,5314
Observer,5315
Umbrella Hat,5316
Fisherman's Hat,5317
Poring Party Hat,5318
Hello Mother Hat,5319
Champion Wreath,5320
Bandana Merah Putih,5321
Kerchief,5322
Misstrance Crown,5323
Little Angel Doll,5324
Robo Eye,5325
Masquerade C,5326
Refined Helmet of Orc Hero,5327
Evil Wing Ears C,5328
Dark Blindfold C,5329
kRO Drooping Kitty C,5330
Corsair C,5331
Loki Mask,5332
Radio Antenna,5333
Flapping Angeling,5334
Jumping Poring,5335
Guildsman Recruiter Hat,5336
Party Recruiter Hat,5337
Bf Recruiter Hat,5338
Friend Recruiter Hat,5339
Defolty Doll Hat,5340
Glaris Doll Hat,5341
Sorin Doll Hat,5342
Telling Doll Hat,5343
Bennit Doll Hat,5344
W Doll Hat,5345
Gf Recruiter Hat,5346
Poporing Cap,5352
Muslim Hat M,5354
Selendang,5355
Festival Pumpkin Hat,5356
Wings Of Victory,5357
Peco Ears,5358
Ship Captain Hat,5359
Hyuke's Black Cat Ears,5360
Gangster Scarf,5361
Ninja Scroll,5362
Helm Of Abyss,5363
Evil Snake Lord Hat,5364
Magnolia Hat,5365
Love Dad Bandana,5366
Hyegun Hat,5367
White Wing,5368
Dark Wing,5369
Orchid Hairband,5370
Judge Hat,5371
Koneko Hat,5372
Dark Randgris Helm,5373
Gigantic Majestic Goat,5374
Orc Hero Headdress,5375
Flying Evil Wing,5376
Gentleman's Pipe,5377
Bunny Top Hat,5378
Tam,5379
Fish Head Hat,5380
Santa Poring Hat,5381
Bell Ribbon,5382
Hunter's Cap,5383
Twin Pompom By JB,5384
Yoyo Hat,5385
Neko Mimi Kafra,5387
Snake Head Hat,5388
Angel Spirit,5389
Frozen Twin Pompom,5390
Toast,5391
Luoyang NewYear Hat,5392
Love Valentine's Hat,5393
Bubblegum,5394
Striped Hat,5395
Jasper Crest,5396
Scuba Gear,5397
Bone Head,5398
Mandragora Cap,5399
Fox Hat,5400
Black Frame Glasses,5401
Mischievous Fairy,5402
Fish In Mouth,5403
Blue Ribbon,5404
Filir Hat,5405
Academy Freshman Hat,5406
Academy Completion Hat,5407
Old Bandana,5408
Purple Cowboy Hat,5409
Brown Paperbag Hat,5410
White Snake Hat,5411
Sweet Candy,5412
Pop Corn Hat,5413
Camp Fire Hat,5414
Poring Cake Hat,5415
Beer Hat,5416
Crown Parrots,5417
Legionnaire Hat,5418
Leaves Of Grass,5419
Mask Of Ifrit,5420
Ears Of Ifrit,5421
Linguistic Book Hat,5422
I Love China,5423
Fanta Orange Can Hat,5424
Fanta Grape Can Hat,5425
Karada Meguricha Hat,5426
Black Tea Kochakaden Hat,5427
RWC Anniversary Bread Envelope,5428
Bogy Cap,5429
Torch Cap,5430
Chicken Hat,5431
bRO 4th Anniversary Hat,5432
Golden Laurel,5433
Red Minstrel Hat,5435
Bride's Corolla,5436
Fairy Flower,5437
Cute Green Ribbon,5438
Cute Red Ribbon,5439
Cute Blue Ribbon,5440
Cute White Ribbon,5441
Necktie,5442
Statue Of Baby Angel,5443
Hair Brush,5444
Candy Cane In Mouth,5445
Catfoot Hairpin,5446
Frog Hat,5447
Soloplay Box1,5448
Soloplay Box2,5449
Solar Hat,5450
RWC 2008 Dragon Helm Gold,5451
RWC 2008 Dragon Helm Silver,5452
RWC 2008 Dragon Helm Copper,5453
Decorative Geographer,5455
Summer Hat,5456
Moon Rabbit Hat,5457
Pinwheel Hat,5458
Evolved Dragon Skull Hat,5460
Evolved Whisper Mask,5461
Spiked Scarf,5462
Rainbow Scarf,5463
Zaha Doll Hat,5464
Grand Peco Hairband,5476
Brazilian Flag Hat,5477
Classic Hat,5478
Shaman's Hair Decoration,5479
Bijofnil Wings,5480
Hermode Cap,5481
Dark Knight Mask,5482
Odin Mask,5483
Tiger Face,5485
Anniversary Hat,5486
Twin Santa Hat,5488
Love Daddy Hat,5489
Anubis Helm,5490
Bandit Hat,5491
Student Cap,5492
Power Of Thor,5495
Dice Hat,5496
King Tiger Doll Hat,5497
Wandering Wolf Helm,5498
Pizza Hat,5499
Icecream Hat,5500
Pirate's Pride,5501
Necromancer's Hood,5502
Magic Rabit Hat,5503
Wedding Weil,5504
Asara Fairy Hat,5505
Blue Night Cap,5506
Pink Night Cap,5507
Shark Hat,5508
Sting hat,5509
Shower Cap,5510
Samambaia,5511
Aquarius Diadem,5512
Aquarius Crown,5513
Pisces Diadem,5514
Pisces Crown,5515
hawk Eyes,5516
Peacock Feather,5519
Rabbit Earplugs,5520
Angry Mouth,5521
Fanta Zero Lemon Hat,5522
Sakura Mist Hat,5523
Sakura Milk Tea Hat,5524
Flower Hat,5525
Tanigumi Girl Doll,5526
Lunatic Hat,5527
Frog King Hat,5528
Satanic Bone Helm,5529
Raven Cap,5530
Baby Dragon Hat,5531
Emperor Wreath,5533
Side Cap,5535
Spare Card,5536
Kwati Hat,5537
Tucan Hat,5538
Jaguar Hat,5539
Freyja SCirclet7,5540
Freyja SCirclet30,5541
Freyja SCirclet60,5542
Freyja SCirclet90,5543
Time Keeper Hat,5544
Aries Diadem,5545
Aries Crown,5546
RJC Katusa Flower,5547
Scarlet Rose,5548
Taurus Diadem,5549
Taurus Crown,5550
Festival Grand Circlet,5552
Festival Bunny Band,5553
Octopus Hat,5554
Leaf Cat Hat,5555
Seal Hat,5556
Wild Rose Hat,5557
Luxury Hat,5558
Piece Of White Cloth,5559
Magic Rabbit Hat,5561
Luxurious Wedding Veil,5562
Crown of Deceit,5564
Dragon Arhat Mask,5565
Tiger Arhat Mask,5566
Bright Fury,5567
Rabbit Bonnet,5568
Gemini Diadem,5569
Gemini Crown,5570
Savage Babe Hat,5572
Well-Chewed Pencil,5574
Rice Ball Hat,5575
Voyage_Hat,5578
Wanderer's Sakkat,5579
Cancer Diadem,5581
Cancer Crown,5582
Eden Team Hat,5583
Majestic Evil Horns,5584
Rune Cloth Circlet,5585
Mosquito Coil,5586
Sigrun's Wings,5592
Donut In Mouth,5594
4Leaf Clover In Mouth,5596
Bubble Gum In Mouth,5597
Brazil Twin Ribbon,5600
RTC First Place,5603
RTC Second Place,5604
RTC Third Place,5605
Darkness Helm,5653
Holy Marching Hat,5654
Imp Hat,5658
Sleeper Hat,5659
Gryphon Hat,5660
Filir's Pinions,5664
Shaman Hat,5665
Golden Crown,5666
Skull Hood,5667
Weird Pumpkin Hat,5668
Drooping Morocc Minion,5671
Triangle Rune Cap,5682
Ornate Crown,5684
Nice Hat Feather,5686
Red Wing Hat,5690
Sailor's Bandana,5691
Sea Cat Hat,5692
Snowman Hat,5738
Eternal Egg Shell,5741
Rudolph Santa Hat,5742
Splash Hat,5770
Family Hat,5771
Choco Donut In Mouth,5775
Persika,5781
Ancient Elven Ear,5786
3D Glasses,5788
Fish Pin,5792
Ribbon Of Life,5793
Cheer Scarf,5796
Cheer Scarf2,5797
Cheer Scarf3,5798
Cheer Scarf4,5799
Blush of Groom,5800
Red Tailed Ribbon,5801
Upgraded Elephant Hat,5802
Love Flower Hat,5803
Pirate Eye Bandage,5804
Victorious Coronet,5805
Poet Natalie's Hat,5806
October Fest Cap,5807
Dark Bacilium,5808
Boom Boom Hat,5809
Ph.D Hat V,5810
Santa's Beard,5811
Hat Of Expert,5812
Valentine Pledge,5817
Carnival Hat,5818
Carnival Circlet,5819
Gold Tulip Hairpin,5821
Love Chick Hat,5822
Fools Day Hat,5824
Valkyrie Helmet,5826
Book File Hat,5827
Honor Gold Ring,5828
Loyal Ring3,5844
Buzzy Ball Gum,5846
Summer Knight,5851
Passion FB Hat,5856
Cool FB Hat,5857
Victory FB Hat,5858
Glory FB Hat,5859
Ashes of Darkness,6000
Essence of Fire,6001
Token of Apostle,6002
Pendant of Spirit,6003
Cursed Baphomet Doll,6004
New Year Rice Cake,6005
Rice Cake Delivery Box,6006
New Year Rice Cake Soup,6007
Wood,6008
Big Fan Of Magic,6009
Hoe,6010
Blue B Card,6011
Blue C Card,6012
Blue J Card,6013
Blue M Card,6015
Blue Q Card,6016
Blue T Card,6017
Blue V Card,6018
Blue Z Card,6019
Fur,6020
Peaked Hat,6021
Hard Skin,6022
Mystic Horn,6023
17Carat Diamond,6024
Towel of Memory,6025
Written Oath Of Marriage,6026
Crystal Of Feardom,6027
Sealed Scroll,6028
Morocc Tracing Log,6029
Glittering Paper,6030
Horn of Tendrilion,6033
Weird Part,6034
Decaying Stem,6035
Meeting Invitation,6036
Messy File,6037
Neat Report,6038
Piece of Fish,6039
Part of a Report,6040
Strong Vine,6041
Ordinary Branch,6042
Letter from Lugen,6043
Letter from Otto,6044
Supply Box,6045
Clothing Dye Coupon,6046
Clothing Dye Coupon II,6047
Unidentified Mineral,6048
Marlin,6049
Mercenary Contract,6050
Gray Hollow,6051
Ornament Hairpin,6052
Circle Step,6053
Number 6 Card,6054
Character Week Card,6055
Character Year Card,6056
Character Lee Card,6057
Character Ben Card,6058
Character Project Card,6059
Month Viewing Ticket,6060
Blood Beginner,6061
Letter Moon Cake,6062
Leather Rabbit,6068
Abundance,6069
Shaman's Document,6070
Broken Sword,6071
Bijofnil Feather,6072
Dragon's Mane,6073
Bazett's Order,6074
Crystalized Teardrop,6075
Portable Toolbox,6076
Rough Mineral,6077
Stone Fragment,6078
Flower Of Alfheim,6079
Manuk Coin,6080
Splendide Coin,6081
Spirit Of Alfheim,6082
Capsule Dolls,6083
Bradium Fragments,6084
Shaggy Muffler,6085
Withered Flower,6086
Spiritual Crystal,6087
Dark Piece,6089
Refined Bradium,6090
Dark Red Scale,6091
Piece Of Singing Crystal,6092
Draco's Egg,6093
Traditional Sweets,6094
Flavored Alcohol,6095
Fish With Blue Back,6096
Pumpkin Pie,6097
Small Snow Flower,6098
Grilled Rice Cake,6099
Damp Darkness,6100
Attendance Card,6101
Report On Splendide,6102
Report On Manuk,6103
Big Cell,6104
Morning Dew,6105
Well Ripened Berry,6106
Sunset On The Rock,6107
Apple Pudding,6108
Plant Neutrient,6109
Vital Flower,6110
Mystic Stone,6111
Fresh Plant,6112
Flame Gemstone,6114
Bun,6115
Succubus Pet Exchange Coupon,6116
Imp Pet Exchange Coupon,6117
Chung E Exchange Coupon,6118
Cow Leather,6119
Face Paint,6120
Makeover Brush,6121
Paint Brush,6122
Surface Paint,6123
Wolf Flute,6124
Spring Time Box,6125
Summer Happy Box,6126
